name,MolecularFormula,ccs,MW,WPATH,WPOL,MLogP,SC.3,nAtom,MDEC.12,MDEC.23,AMR,Wlambda1.unity,WT.unity,WV.unity,bpol,VABC,ECCEN,VAdjMat,apol,LipinskiFailures,Zagreb,WTPT.1,WTPT.4,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,nRotB,MOMI.X,MOMI.Y,MOMI.Z,MOMI.R,ATSc1,PPSA.1,PPSA.2,PPSA.3,PNSA.2,DPSA.2,FPSA.2,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,THSA,GRAV.1,GRAV.2,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,C1SP3,C2SP3,SPC.4,SPC.5,SPC.6,ATSm2,ATSm3,ATSm4,fragC,Kier1,Kier2,Kier3,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nB
Triethylphosphate,C6H15O4P,4.887563297,-0.937702421,-0.532644935,-1.034537411,-1.340793677,-0.682998297,-0.736465686,0.082112608,-1.472629214,-1.167681799,-0.336826522,-0.496264564,-0.326782138,0.110053176,-0.90048117,-0.857497446,-1.733970665,-0.912698354,-0.511659629,-1.21924972,-1.167999297,0.37266586,-1.009761292,-1.122301461,-1.200637934,-1.256944407,-1.110075491,-1.346506882,-1.216416738,-1.193662248,-0.965179979,-0.98438797,-1.20012263,-1.122541422,-0.973359915,-1.019903276,-0.851173108,-0.856373428,0.132506655,-0.555682964,-0.545544129,-0.388263601,-0.893198095,0.213096932,-0.266073531,-0.398681868,-0.903716817,0.723364197,-0.509477879,-0.287498424,-0.450141937,-0.370479364,-0.672837159,-0.949061226,0.559373939,0.664605739,3.320934465,0.21327819,-0.60766044,-0.737997788,-0.705283555,-0.73281298,-0.701835688,-0.654537835,-0.829380155,-0.930587743,-0.917748207,1.16390387,-0.622370675,-0.822401223,-0.696689366,-0.815703482,-0.541648115,-0.836450627,-0.814508391,-0.522706262,-0.81119352,-0.540922605,-0.203614788,-1.442823402,-1.396888026,-1.276672752,-1.110712724,-0.985993996,-1.218246654
Tri-m-tolyl phosphate,C21H21O4P,5.239416259,0.397751932,0.029117283,0.160804607,0.759401388,0.50264887,0.22874391,1.050769737,0.660746637,0.542420552,-0.364072339,-0.006105915,-0.0691853,0.503250821,0.339608272,0.029630184,0.730367971,0.434020109,0.669769042,0.488031331,0.507204795,0.48352224,0.417448356,0.48688797,0.569310692,0.28907236,0.531232352,0.336818489,0.394664737,0.018018482,0.358906468,0.286275069,0.153143493,-0.08539794,-0.070376774,-0.170459661,-0.22804063,-0.367954322,0.132506655,-0.141397803,-0.208152815,0.123291922,0.100233131,0.042566611,0.076600295,-0.077940921,-0.25511734,-0.123836623,-0.028637612,-0.039699311,-0.008827108,-0.134502931,-0.150037506,0.406433762,-0.012805252,0.245267215,1.624013106,-0.916077142,0.453988818,0.992464783,1.0068274,0.888416512,0.936221348,0.883320459,0.671975756,0.81462398,0.820058299,0.078982792,-0.622370675,-0.113188507,0.113005383,-0.020597736,0.901999493,0.56876318,0.318095412,-0.033087286,0.359201258,0.238221412,0.250831688,-0.060411023,-0.095171673,-0.150357915,-0.224118459,-0.138816421,0.521797682
"5,6-Dimethylbenzotriazole",C8H9N3,4.877103901,-1.188870646,-0.54235625,-0.934925576,-0.78074166,-0.780536365,-1.012239856,-0.37391104,-0.786554935,-1.127712796,-1.174635399,-0.717448655,-0.436904094,-1.105834926,-1.229179576,-0.827761325,-1.303951842,-1.089898152,-0.511659629,-0.953672668,-1.069151851,-0.982245448,-1.140033978,-1.102242313,-1.013123997,-0.844325067,-0.817746079,-0.778158316,-0.719454734,-0.720111663,-1.115140863,-1.13110941,-1.006798898,-0.873003141,-0.868250766,-0.793005763,-0.713533404,-0.697132162,-1.087839943,-0.587792871,-0.568152825,-0.526059367,-1.22748064,-1.042166103,-0.975053859,-0.678477162,-0.823889189,0.796546525,-0.750345722,-0.938452572,-0.774581081,-0.484938019,-0.743247887,-0.902977574,0.615549085,0.827681832,1.47250227,0.469420636,-0.752430794,-1.077865617,-1.136003292,-1.10178245,-1.175738981,-1.115895324,-0.975181122,-1.161406067,-1.147269822,-0.282657567,-0.622370675,-0.624991498,-0.681494022,-0.61965001,-1.151188217,-1.037195456,-0.98734079,-0.595653542,-1.216608619,-1.111620299,-0.878792408,-0.988297261,-0.928593798,-0.822565123,-0.843863099,-0.903652536,-1.024908395
Bis(2-butoxyethyl) hydrogen phosphate,C12H27O6P,5.146156373,-0.104447576,-0.222629881,-0.735701906,-0.78074166,-0.45674196,0.182781548,0.173317338,-1.472629214,-0.2855088,1.03500037,0.557576533,0.59763358,1.017432357,0.010909866,-0.0397541,-0.328139899,-0.017839376,0.669769042,-0.612216458,-0.335599748,1.074756265,-0.190490845,-0.244156536,-0.48259676,-0.773814167,-0.896918628,-0.937440717,-0.825781488,-0.737086901,-0.15232382,-0.101290999,-0.491268947,-0.650758109,-0.758363929,-0.770252809,-0.641793922,-0.600874382,1.759635453,-0.011161817,-0.055357779,0.186335737,0.872378728,1.023115956,1.021907399,0.481649667,0.563115846,0.275040028,0.302667599,0.782017956,0.621622648,0.231563075,0.422049656,-0.354741032,0.175566498,-0.10065177,0.760401343,-0.485292119,0.526373995,-0.003484898,0.102315952,0.07221132,0.17385518,0.216915198,-0.344690451,-0.26065163,-0.196394563,1.887184588,0.181797258,-0.906483143,-0.911594943,-0.896030946,0.180175689,-0.465072692,-0.604903142,-0.060838969,0.154080524,0.952605405,1.908479308,-1.012153606,-1.058057429,-1.079679584,-0.967485272,-0.847837183,-0.444893616
"Bis(3,5,5-trimethylhexyl)phosphate",C18H39O4P,5.308713143,0.269558063,-0.023174413,-0.436866402,0.339362375,2.501379766,0.918179335,1.868467312,-0.990195357,0.38254454,0.013282228,1.286687525,0.130030299,1.580007449,0.653365841,0.108926509,0.15149648,0.73082977,1.851197712,-0.005183195,0.023372557,0.348031109,0.374024127,-0.00344676,0.546443139,-0.614511764,-0.473650001,-0.955540989,-0.645488296,-0.808499968,0.614521613,0.430228181,1.162722981,-0.100994082,0.163729967,-0.448551321,-0.389871555,-0.441633116,1.352853253,0.504168505,0.637809942,-0.309909146,0.79704745,0.042566611,1.080989093,0.333790365,-0.02561291,0.232185511,0.204171455,0.435355984,0.738013372,0.185174546,0.149208086,-0.049635478,0.118382216,-0.03711563,1.21493385,-0.694863211,0.779722113,0.133458183,0.242299867,0.32937186,0.431411318,0.421962971,-0.13189985,-0.007314444,0.033127051,2.610465306,0.181797258,-0.204581898,-0.075851033,-0.491670661,0.39672283,0.071919727,-0.443102599,0.549698053,0.636717546,0.238221412,2.1465227,-0.336642379,-0.439059443,-0.495735548,-0.638007673,-0.481445317,-0.058217097
Diphenylcresyl phosphate,C19H17O4P,5.195619968,0.196541852,-0.097876836,0.011386855,0.479375379,-0.03301101,-0.04703026,-0.134891748,0.200131396,0.242653028,1.062246187,-0.165407476,0.027655616,0.243135456,0.085614049,-0.069490221,0.548436931,0.159360422,0.669769042,0.260393857,0.314712399,0.48352224,0.156902984,0.308584432,0.272032499,0.179388738,0.281534313,0.336818489,-0.035265183,0.047286133,0.052168295,0.062040415,-0.172131358,-0.241359366,-0.25192894,-0.258943371,-0.445761617,-0.392910042,0.132506655,-0.261529272,-0.338587601,0.249379551,-0.017471991,0.034573002,-0.041563093,-0.135947262,0.004322451,-0.054610097,-0.092212396,-0.078217308,-0.110668992,-0.18089146,-0.062024097,0.24752462,0.061197935,0.437287549,1.730070691,-0.869505788,0.429860426,0.83062296,0.877611479,0.69834133,0.77138542,0.72953463,0.498590822,0.651362238,0.656114289,-0.644297926,-0.622370675,-0.274040875,-0.130120118,-0.099563718,0.741594203,0.368018351,0.218808715,-0.211490962,0.129948673,0.161318885,0.082037283,-0.273862526,-0.297458597,-0.335838496,-0.354820316,-0.271446961,0.328459422
4-Hydroxyphenyl phenyl phosphate,C12H10O5P-,5.090308703,-0.3422416,-0.348129951,-0.536478237,-0.640728656,0.094907768,-0.598578601,-0.88654452,-0.459275685,-0.545307321,-0.692384436,-0.165407476,-0.313224409,-0.27104608,-0.519489835,-0.292511134,-0.195826415,-0.527288794,-0.511659629,-0.346639405,-0.356409737,0.680600248,-0.393137245,-0.371197807,-0.253921227,-0.478712994,-0.385342158,-0.32927155,-0.566898956,-0.438556866,-0.614135181,-0.594053572,-0.69072994,-0.752133036,-0.6866986,-0.656488039,-0.699352344,-0.625830103,-0.274275544,-0.328892713,-0.271506854,-0.442301157,-0.460043248,0.074541046,-0.638288203,-0.325889596,0.323632963,-0.061203099,-0.240852032,-0.232289295,-0.518036526,-0.323082388,-0.123633483,-0.083006398,0.175566498,0.040539653,1.608862022,-0.112721288,-0.873072755,0.183255667,0.296139834,0.07221132,0.184157426,0.216915198,-0.127959283,-0.007314444,0.033127051,-1.005938285,-0.622370675,-0.551876785,-0.436197758,-0.439934328,0.180175689,-0.163955448,-0.351170472,-0.491386505,-0.400952052,-0.374975048,-0.104069369,-0.852692777,-0.832507509,-0.796342007,-0.785047263,-0.740627497,-0.348224486
Di-O-cresylphosphate,C14H14O4P-,5.097363298,-0.255843817,-0.322731128,-0.337254567,-0.220689643,0.182851927,-0.368766792,0.157592385,-0.352606892,-0.305493301,-0.182887655,-0.208296358,-0.242945573,-0.00488152,-0.332729377,-0.312335215,-0.080052117,-0.288069067,-0.511659629,-0.232820669,-0.257562291,0.37266586,-0.262864559,-0.275359655,-0.157877503,-0.303741501,-0.284853923,-0.166369095,-0.534538639,-0.514652757,-0.356815936,-0.400270538,-0.466719901,-0.522089932,-0.524257189,-0.492793176,-0.630115402,-0.603251117,-0.274275544,-0.35022447,-0.310016172,-0.370251083,-0.436502223,-0.074672985,-0.342879733,-0.295180357,-0.354901875,0.169551988,-0.27845965,-0.233573229,-0.362848894,-0.295854338,-0.356869019,-0.156104603,0.259661029,0.386458637,2.093696696,-0.287363865,-0.221606165,0.22060378,0.317675821,0.139296678,0.245970899,0.268177141,-0.041266816,0.09402043,0.131493457,-0.282657567,-0.622370675,-0.266729404,-0.269048976,-0.183975629,0.23631754,-0.098713378,-0.204079069,-0.376811701,-0.280292796,-0.334500034,-0.190630603,-0.665608813,-0.656517886,-0.630049072,-0.627115852,-0.620707384,-0.251555356
Isooctyl-2-phenoxyethyl terephthalate,C24H30O5,5.38728932,0.61375079,0.581915209,0.160804607,1.179440401,-0.288848564,0.78029225,0.148157413,0.709232452,0.799364145,-0.230567835,1.782973158,1.139942712,0.708923435,0.840126299,1.258723215,0.895759826,0.810569679,1.851197712,0.488031331,0.788139642,0.766821877,0.750367442,0.865782988,0.569310692,0.388309923,0.202361764,0.115995161,0.015586743,0.111674964,0.71676767,0.709829416,0.3740849,0.06666445,-0.094265217,-0.157819131,-0.256402751,-0.300217365,1.759635453,1.099212232,1.022903121,0.632145568,2.14359404,0.618106444,1.222785159,0.652256553,0.882426358,-0.499637765,0.651881201,0.653624633,1.096884772,0.507877361,0.958931454,1.089743077,-0.554374034,-0.453630325,-0.481987509,-0.788005919,1.437220802,0.631433023,0.705323584,0.675979544,0.750780929,0.72953463,0.242453986,0.392395337,0.426592675,0.80226351,0.181797258,-0.339844117,-0.488296079,-0.565190712,0.420783624,0.122105934,-0.027569385,0.37922343,0.914233833,1.337118037,1.151068515,0.115372568,-0.004142558,-0.201524972,-0.251348012,-0.260394416,0.715135942
5-Hydroxy-2-ethylhexyl diphenyl phosphate,C20H27O5P,5.22928878,0.469832864,0.073938736,0.011386855,0.479375379,0.134882385,0.50451808,0.390321695,0.091038313,0.513871264,-0.04665857,0.196084529,0.188134849,0.902497661,0.511427893,0.190700844,0.631132858,0.566919957,0.669769042,0.298333436,0.470787314,0.766821877,0.446397842,0.509175912,0.386370266,0.137604502,0.092738234,0.152195707,-0.035265183,-0.1341733,0.410029497,0.457911471,0.183829799,0.047169272,-0.103820594,-0.069335422,-0.21969883,-0.320419615,1.149462154,0.050588003,-0.085171445,0.461026643,0.613427461,0.295697556,0.738315268,0.345164158,0.682857288,-0.216138658,0.338484379,0.486713313,0.524630378,0.183157653,0.55406977,0.454106505,-0.184358096,-0.008877345,0.881610011,-0.380506573,0.858139388,0.83062296,0.877611479,0.821331154,0.874407875,0.832058516,0.471006855,0.623213662,0.656114289,0.078982792,0.181797258,-0.317909703,-0.292927373,-0.296978672,0.853877906,0.383074213,0.159972153,0.173068072,0.552256067,0.709755323,0.720426379,-0.211082672,-0.277229905,-0.380609671,-0.38204987,-0.260394416,0.425128552
3-Hydroxyphenyl diphenyl phosphate,C18H15O5P,5.194899407,0.210749116,-0.090406593,-0.038419063,0.199349371,0.038943302,-0.138954984,-0.88654452,0.21225285,0.145585449,-0.481229353,-0.153153509,-0.146658033,0.110053176,0.018380284,-0.064534201,0.548436931,0.057470538,-0.511659629,0.260393857,0.314712399,0.791456628,0.156902984,0.308584432,0.294900053,0.121935413,0.315030391,0.257177289,0.061815766,0.000457892,-0.050077762,-0.018241127,-0.251915755,-0.346633328,-0.314038891,-0.334786551,-0.467450297,-0.428561072,0.132506655,-0.217743036,-0.293867103,0.100776274,-0.003347376,0.186451569,-0.283798039,-0.138222021,0.423417498,-0.367777715,-0.010729223,-0.052538643,-0.24645817,-0.19198437,0.114002722,0.454106505,-0.096899784,-0.086532627,1.2603871,-0.357220896,-0.137156792,0.880420444,0.920683453,0.73188401,0.802292156,0.780796573,0.530115355,0.679510814,0.688903091,-1.005938285,-0.622370675,-0.365434267,-0.132290881,-0.177168217,0.773675261,0.398130075,0.193067719,-0.278887906,0.129948673,0.161318885,0.144794177,-0.34919835,-0.358144674,-0.393401435,-0.420171245,-0.315657142,0.328459422
Bis(2-butoxyethyl) 3¡ä-hydroxy-2-butoxyethyl phosphate ,C18H39O8P,5.275304592,0.728807585,0.327926973,-0.237642732,-0.220689643,-0.352807953,1.102028782,0.824330408,-1.243533739,0.599519128,1.171229456,1.066116132,1.839964192,2.045795428,0.914830482,0.47071599,0.548436931,0.872589608,0.669769042,0.032756384,0.491597303,1.838433548,0.649044242,0.620615623,0.203429839,-0.207115453,-0.406657844,-0.506654224,-0.423588982,-0.356607444,0.75084969,0.765195997,0.159280754,-0.155580581,-0.404814974,-0.467512116,-0.388203195,-0.39409841,3.183373151,0.549077465,0.309859622,1.348143175,1.625691505,1.889090242,2.120826908,1.584907533,1.23167223,-0.189766648,1.296583234,1.706449882,1.926168682,1.314634398,1.407799843,0.24752462,-0.396276315,-0.806608881,-0.088059337,-0.985934173,1.726761508,0.768376105,0.823771512,0.899597405,0.946523593,0.883320459,0.293681353,0.44869249,0.492170279,3.333746024,0.583881224,-0.720040625,-0.744446161,-0.763967149,0.934080551,0.147199038,-0.090083232,0.668633836,1.119354568,2.227568341,2.968854417,-0.56390545,-0.684838055,-0.815529653,-0.733855702,-0.591970767,0.328459422
alachlor,C14H20ClNO2,5.066385309,-0.312871373,-0.382119553,-0.237642732,-0.080676638,-0.771741949,-0.184917346,0.723690706,-0.042297678,-0.282653871,0.803410925,-0.56672487,-0.312394344,-0.101668633,-0.198261847,-0.582438321,-0.328139899,-0.226049138,-0.511659629,-0.498397721,-0.403232212,-0.338046708,-0.320763531,-0.339994688,-0.601508037,-0.416036638,-0.388387256,-0.285830895,-0.368114154,-0.555627468,-0.186405839,-0.261854085,-0.540367037,-0.401219827,-0.357038088,-0.296864961,-0.322302973,-0.435691278,0.335897755,-0.473724111,-0.461568971,-0.065839521,-0.516541706,-0.101318348,-0.319247055,-0.333851251,-0.694169294,0.383824569,-0.36710618,-0.25796796,-0.391946575,-0.324090835,-0.53553624,-0.446908335,0.382775423,0.393518208,0.033149332,0.481063475,-0.094932105,-0.489010368,-0.414547732,-0.453290653,-0.372163832,-0.295704233,-0.305284784,-0.209984193,-0.163605761,0.078982792,-0.220286708,-0.456827658,-0.323318061,-0.232988997,-0.485506264,-0.610612694,-0.23349735,-0.27492338,-0.195831317,-0.012723674,-0.298832144,-0.286418496,-0.297458597,-0.31665085,-0.175105262,-0.094606241,-0.444893616
bromhexine,C14H20Br2N2,5.126163939,0.439970165,-0.362323411,-0.337254567,-0.080676638,-0.392782571,-0.184917346,-0.204081543,-0.030176224,0.045662941,-0.058919187,-0.404359818,-0.318758176,-0.180308162,-0.145968919,-0.40154358,-0.195826415,-0.07542931,-0.511659629,-0.346639405,-0.356409737,-0.982245448,-0.378662502,-0.364511424,-0.349964951,-0.293295442,-0.306169609,-0.311171277,-0.428211885,-0.526359817,0.137373343,0.128480313,0.27895735,0.288909482,0.517278921,0.278279153,0.184878481,-0.076804246,-0.477666644,-0.071788914,-0.134860887,0.100776274,0.213230047,-0.874033865,-0.378328749,-0.454413451,-0.853824549,0.317894544,-0.444112256,-0.643147929,-0.338600826,-0.357369562,-0.548738251,0.152179134,0.313481529,0.393518208,-0.73955593,0.620777536,0.285090072,-0.165326721,-0.059203949,-0.151406541,-0.042491975,0.011867426,0.069069052,0.21224445,0.262648665,-0.644297926,0.583881224,-0.292319554,-0.342854931,-0.316039426,0.284439127,0.518576973,0.538732516,-0.243207171,-0.400952052,-0.374975048,-0.352932915,0.140484509,0.086886558,0.009539137,-0.055295227,-0.171974056,-0.348224486
carprofen,C15H12ClNO2,5.050496828,-0.284608525,-0.3372981,-0.08822498,0.059336366,-0.152934863,-0.506653877,-0.502855657,0.660746637,-0.279798942,-0.434911464,-0.257312223,-0.317098046,-0.821522783,-0.474667325,-0.309857205,0.035722181,-0.385528956,-0.511659629,-0.081062353,-0.205537319,-0.394706636,-0.306288788,-0.257529302,-0.144156971,-0.008640328,0.010520587,0.173916034,0.269846373,0.433619119,-0.356815936,-0.347672286,-0.279533431,-0.186772867,-0.208929742,-0.107257011,-0.073717326,-0.006690554,-0.681057744,-0.228970276,-0.179581385,-0.39726986,-0.144593522,-0.57027673,-0.591022848,-0.435078004,-0.095462084,0.146476479,-0.383223731,-0.545569003,-0.469540391,-0.359386455,-0.259174134,0.088615477,0.252933466,0.040539653,0.624041591,0.376277928,-0.426697499,-0.202674835,-0.091507929,-0.263215472,-0.166118921,-0.141918404,-0.254057417,-0.15368704,-0.098028157,-0.644297926,-0.622370675,0.029385184,-0.049801872,-0.030128113,-0.284999651,-0.103731999,-0.182015359,-0.430729256,-0.449215754,-0.583421369,-0.59963243,-0.047855052,0.005971788,0.073497958,-0.017173852,-0.138816421,-0.154886227
Ciprofloxacin,C17H18FN3O3,5.211942151,0.132275146,-0.135228047,0.509446029,-0.080676638,-0.001031315,-0.001067899,-0.88654452,0.915297165,0.111326304,-0.689659854,-0.128645577,-0.213063233,-0.083521049,0.033321121,0.014762124,0.631132858,0.008740594,-0.511659629,0.488031331,0.319914896,-0.067064447,0.156902984,0.308584432,0.340635159,0.414425071,0.564728431,0.713304164,0.81072595,0.919462117,0.001045266,0.1367853,0.104045402,0.105654807,0.15417459,0.240357563,0.159853081,0.206027256,-0.477666644,-0.132416011,-0.163432317,-0.119877077,0.114357745,0.391620861,-0.029746754,-0.007423408,0.433395951,-0.133726127,0.034041752,0.229926667,-0.139766673,-0.129460699,0.105201381,0.039353642,0.037651466,-0.333617616,-0.209268005,-0.648291857,-0.529243166,0.394894974,0.489963716,0.32937186,0.431411318,0.421962971,0.258216253,0.414914198,0.459381477,0.440623151,-0.019244725,0.274319472,0.338764777,0.420522574,0.196216218,0.152217659,0.262936135,-0.144094018,-0.038974285,-0.269740012,-0.437330118,0.32882407,0.420659981,0.380500299,0.478404024,0.463547281,0.425128552
coumaphos,C14H16ClO5PS,5.195730778,0.353942231,-0.191254864,0.160804607,-0.640728656,0.214831621,-0.184917346,0.163882366,-0.437457068,0.185554452,-0.238741581,0.012275035,-0.124522967,0.24918465,0.085614049,-0.121528434,0.250731592,-0.000119396,-0.511659629,0.070695963,0.044182546,0.791456628,0.08452927,0.041129125,0.054790743,0.090597235,0.162775489,-0.036047131,0.117290595,0.018018482,0.307783439,0.557571318,0.502967388,0.612529441,0.574611184,0.000187493,0.034726077,0.008758225,0.132506655,-0.049334434,-0.008152809,-0.175715884,0.13789877,0.583467473,0.02933494,-0.096138989,-0.45468641,-0.071092603,-0.056395617,-0.026859979,-0.062172856,-0.155680303,-0.279417218,0.263415534,0.041015248,-0.241843192,0.305868836,-0.496934957,0.110159229,0.768376105,0.823771512,0.642436865,0.709571947,0.678272687,0.490709688,0.645732523,0.656114289,0.80226351,-0.622370675,0.226794909,0.291007982,0.152310534,1.014283196,0.804638355,0.718919485,-0.306639588,0.069619045,-0.11795871,-0.231747188,-0.072966994,-0.064828635,-0.048023802,-0.017173852,-0.072501151,0.038452033
Diclofenac,C14H11Cl2NO2,5.056627898,-0.126971163,-0.330948394,-0.28744865,-0.220689643,-0.344813029,-0.552616239,-0.88654452,0.357710295,-0.242684868,0.367477851,-0.514645514,-0.306583889,-0.863867144,-0.317788541,-0.379241489,-0.080052117,-0.398818941,-0.511659629,-0.270760248,-0.252359793,-0.389779685,-0.277339302,-0.253071713,-0.249347716,-0.306353016,-0.230042158,-0.191709477,-0.247918692,-0.309779203,-0.288651897,-0.358745602,-0.390004135,-0.373926578,-0.342705023,-0.385348671,-0.372353775,-0.452328425,-0.274275544,-0.41758791,-0.441693194,-0.065839521,-0.483584272,-0.474353425,-0.750543422,-0.432803245,-0.05554827,-0.005162578,-0.338452756,-0.499347407,-0.556833434,-0.364428686,-0.275016548,0.088615477,0.199112966,0.068777937,0.260415585,0.061921289,-0.474954283,-0.177776092,-0.080739936,-0.263215472,-0.166118921,-0.090656461,0.017841685,0.161577013,0.197071061,-1.005938285,-0.421328692,-0.391024416,-0.351537985,-0.332377215,-0.204797007,-0.10875062,-0.0238921,-0.48147519,-0.280292796,-0.2333125,-0.249059435,-0.123190877,-0.135629058,-0.169545561,-0.180551173,-0.221710509,-0.251555356
dichlorvos,C4H7Cl2O4P,4.892227063,-0.665833014,-0.531897911,-1.034537411,-1.900845695,-0.352807953,-1.10416458,-0.729294986,-1.351414677,-1.167681799,-0.437636046,-0.662305807,-0.407021754,-0.367833192,-0.94530368,-0.842629386,-1.733970665,-1.112048127,-0.511659629,-1.181310141,-1.173201794,0.335713733,-0.985154229,-1.15350458,-1.111454476,-1.134203211,-1.399359805,-1.291844058,-1.20116116,-1.193662248,-0.927689758,-1.125572752,-0.994524376,-1.153733707,-1.14679001,-1.052768654,-0.869525069,-0.856373428,-0.274275544,-0.502914935,-0.461568971,-0.441850844,-0.827283227,0.404943543,-1.146390772,-0.588624201,-0.993522898,0.192627496,-0.515745815,-0.762553719,-0.769246506,-0.445507769,-0.730926009,-0.229202809,0.360574467,0.245267215,3.078517128,0.108492643,-0.82481597,-0.51390911,-0.436083719,-0.609823156,-0.557604251,-0.500752006,-0.58506502,-0.570285968,-0.524282583,-1.005938285,-0.622370675,-0.573811199,-0.809569063,-0.838848683,-0.2288578,-0.239234759,-0.715221694,-0.655914339,-0.81119352,-0.708893912,-0.203614788,-1.338608845,-1.307881779,-1.215272284,-1.095464174,-0.993730777,-1.218246654
fipronil,C12H4Cl2F6N4OS,5.200980134,0.884574189,-0.004498808,0.658863781,-1.76083269,1.957724962,-0.552616239,-0.88654452,-0.54170157,0.019968582,-0.261900525,-0.238931273,-0.278915056,-0.603751779,0.010909866,0.051932276,0.631132858,-0.372238971,-0.511659629,0.601850067,0.413559845,-0.67431106,0.620094756,0.353160316,0.775118672,0.482324456,0.427699019,0.528681381,0.26522347,0.345816168,0.137373343,-0.029314444,0.04881005,0.00427988,0.025176998,-0.100936746,-0.181326549,-0.196829379,-0.274275544,0.079778828,0.1024062,0.042235589,0.250895686,1.228285249,-1.583595307,-0.569288754,-0.91369527,-2.421497992,0.204171455,-0.937168639,-0.829866675,-0.400732753,-0.53553624,2.361016219,-1.237221628,-1.780829695,0.624041591,-1.114005396,0.007613562,1.166755977,1.157579308,0.866054726,0.905314611,0.883320459,1.314288127,1.377595503,1.311890329,-0.644297926,-0.622370675,1.246745156,0.94006624,1.019574848,1.126566899,1.918772159,1.329348807,-0.603582595,0.552256067,-0.101768705,-0.181974479,0.49205169,0.562260828,0.6299397,0.60365997,0.656966819,0.425128552
Bromuconazol,C13H12BrCl2N3O,5.12841833,0.446823481,-0.313393325,-0.187836815,-0.640728656,-0.03301101,-0.460691516,-0.88654452,-0.151390761,-0.011435635,0.653558931,-0.557534396,-0.309074084,-0.500915472,-0.258025194,-0.329681286,0.15149648,-0.248199113,-0.511659629,-0.005183195,-0.11189237,-0.602870282,-0.219440331,-0.139403208,-0.054973513,-0.024309417,0.19322647,-0.021566912,0.121913497,0.018018482,0.086250314,0.050967099,0.285094611,0.140746128,0.412169773,0.309880478,0.351714486,0.107392741,-0.477666644,-0.267142893,-0.310016172,0.267392069,-0.125760702,-0.093324739,-0.721002575,-0.438490141,-0.314988061,-0.100761114,-0.318753527,-0.580235201,-0.508337299,-0.356361116,-0.330464996,0.422324677,0.115018435,-0.10065177,-1.041062493,0.434492121,0.049838248,0.208154409,0.306907827,0.083392213,0.194459671,0.216915198,0.474947421,0.628843377,0.656114289,-0.282657567,-0.220286708,-0.072975415,0.173786759,0.106020131,0.476925475,0.739396285,0.454154959,-0.41923213,-0.340622424,-0.461996328,-0.489266858,0.266044217,0.299287827,0.335729124,0.162541202,0.270127744,-0.058217097
ketamine,C13H16ClNO,5.002871903,-0.542757153,-0.449725246,-0.237642732,-0.080676638,-0.560675966,-0.460691516,-0.317301208,-0.342909729,-0.525322819,-0.000340681,-0.612677244,-0.372435713,-0.561407418,-0.489608162,-0.624564493,-0.460453383,-0.46083887,-0.511659629,-0.498397721,-0.559307127,-0.668152372,-0.595783646,-0.560645316,-0.61980208,-0.353360283,-0.269628432,-0.300311114,-0.534538639,-0.543920407,-0.493144012,-0.436258816,-0.417621811,-0.155580581,-0.046488331,-0.006132772,-0.243890051,-0.285956953,-0.681057744,-0.517510348,-0.503804997,-0.317114153,-0.841407841,-0.674193645,-0.543757492,-0.498771241,-0.863803003,0.591504147,-0.553353434,-0.559692269,-0.542284594,-0.406783431,-0.66227555,-0.650312037,0.50521706,0.582714714,-0.224419089,0.737205921,-0.462890087,-0.688200304,-0.640675594,-0.665727621,-0.619417724,-0.552013949,-0.439264052,-0.384505365,-0.327549771,-1.005938285,0.181797258,-0.124155714,0.063077825,0.050199351,-0.629871025,-0.500203037,-0.211433639,-0.39029109,-0.630204637,-0.646157641,-0.688357695,-0.286418496,-0.246886866,-0.19512909,-0.126092066,-0.238289326,-0.541562746
Niflumic acid,C13H9F3N2O2,5.056054704,-0.219963321,-0.285379916,-0.187836815,-0.640728656,0.454679329,-0.598578601,-0.88654452,-0.090783492,-0.531032677,-1.103796274,-0.336963003,-0.340616554,-0.748932448,-0.459726489,-0.322247256,0.035722181,-0.602598708,-0.511659629,-0.119001932,-0.158714844,-0.384852735,-0.132591873,-0.186207886,-0.006951651,-0.235842116,-0.214816668,-0.151888877,-0.271033204,-0.169294481,-0.530634234,-0.591285243,-0.650837741,-0.654657144,-0.634144026,-0.593917416,-0.603421641,-0.548586205,-0.274275544,-0.26377472,-0.257842257,-0.290095376,-0.125760702,0.279710338,-0.939604842,-0.399819247,-0.115418991,-0.479858758,-0.184440604,-0.426163213,-0.624728023,-0.350310438,-0.296139766,0.35876102,-0.029624159,-0.234783621,0.987667596,-0.47364928,-0.529243166,-0.040833011,0.070011972,-0.162587434,-0.052794221,0.011867426,-0.068850783,0.060242139,0.098704655,-0.644297926,-0.622370675,-0.01813938,-0.184389203,-0.241157892,-0.268959122,-0.008378205,-0.24820649,-0.520723999,-0.159633541,-0.29402502,-0.190630603,-0.51242597,-0.479516828,-0.450964374,-0.436508977,-0.426182592,-0.154886227
