name,ccs,MW,WPATH,WPOL,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings5,nRings6,SC.3,SC.4,SC.5,SC.6,VC.3,VC.4,VC.5,VC.6,HybRatio,nAtom,nAromBond,nAtomLAC,MDEC.11,MDEC.12,MDEC.13,MDEC.14,MDEC.22,MDEC.23,MDEC.24,MDEC.33,MDEC.34,MDEO.11,MDEO.12,MDEO.22,ALogP,ALogp2,AMR,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WD.unity,khs.sCH3,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.dsssP,khs.ssS,khs.ddssS,khs.sCl,nHBDon,BCUTw.1l,BCUTw.1h,BCUTc.1l,BCUTc.1h,BCUTp.1l,BCUTp.1h,nBase,PetitjeanNumber,topoShape,geomShape,bpol,VABC,ECCEN,VAdjMat,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT.1,WTPT.2,WTPT.3,WTPT.4,WTPT.5,SP.0,SP.1,SP.2,SP.3,SP.4,SP.5,SP.6,SP.7,VP.0,VP.1,VP.2,VP.3,VP.4,VP.5,VP.6,VP.7,nRotB,MOMI.X,MOMI.Y,MOMI.Z,MOMI.XY,MOMI.XZ,MOMI.YZ,MOMI.R,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,PPSA.1,PPSA.2,PPSA.3,PNSA.1,PNSA.2,PNSA.3,DPSA.1,DPSA.2,DPSA.3,FPSA.1,FPSA.2,FPSA.3,FNSA.1,FNSA.2,FNSA.3,WPSA.1,WPSA.2,WPSA.3,WNSA.1,WNSA.2,WNSA.3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV.1,GRAV.2,GRAV.3,GRAVH.1,GRAVH.2,GRAVH.3,GRAV.4,GRAV.5,GRAV.6,LOBMAX,LOBMIN,SCH.5,SCH.6,SCH.7,VCH.5,VCH.6,VCH.7,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC.4,SPC.5,SPC.6,VPC.4,VPC.5,VPC.6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nHBAcc,nB,nG
Tri-o-tolyl phosphate,5.259711664,0.226252957,-0.103504535,0.20553838,0.566321417,0.708707927,1.503341014,1.475061139,1.85215105,-0.555306108,1.185190539,0.091438724,0.111854775,-0.271418747,-0.471377355,-0.275452098,-0.367617136,-0.317563968,-0.392231774,-1.249628375,-0.007058569,1.751404085,-0.829199524,-0.222384591,0.800458517,0.224144924,-0.400056474,0.63325105,0.604152488,-0.482393757,-0.209309392,-0.469734386,-0.585737391,0.588009399,1.290449795,1.075117927,0.713467436,0.359937519,1.733734741,0.276069149,-0.46630062,1.948707899,0.963569153,1.003603349,0.291054166,-0.395901942,-0.340203686,-0.151415155,-0.073253578,-1.361676062,0.474639411,0.144681777,-0.80165841,-0.296971502,2.095215873,-0.552521507,-0.989391659,1.336496607,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,-0.572195749,-0.50993197,0.934189938,2.421859256,-0.267480282,-0.254664442,-0.385993103,-0.831402062,-0.952825898,0.547430518,1.894838582,2.157571756,-0.331357371,-1.001358554,-0.31093235,0.519403722,0.66747232,0.588584126,0.235145693,0.095416865,-0.16486325,0.565509662,-0.655787222,-0.396001319,0.671546663,0.219951319,0.480617247,0.363111937,0.344353411,0.757033469,-0.129704874,0.202101904,-0.813904572,0.204828088,0.333671534,0.332194104,0.386058054,0.373041519,0.537084161,0.052623876,0.101434742,0.145581058,0.083242459,-0.080852548,-0.096650248,-0.148505751,-0.139644987,-0.394958275,-0.37222642,-0.233805999,-0.348940786,-0.357357386,0.081451199,0.391925629,-0.291124951,-0.286861648,-0.300445081,1.254182106,-0.557512441,-0.279981469,-1.008935322,1.896420005,-0.8626621,0.215968603,0.010012827,-0.202775682,-0.202110398,-0.063520613,0.243826567,1.17621805,0.031129157,-0.239764594,-0.925134963,0.189934062,-0.147705214,-0.247679352,-0.137112299,0.256360567,1.240360114,-0.128890217,-0.238088259,-0.222494502,-0.098572318,0.252423079,0.879338977,1.707167027,-0.763001428,-0.882895487,-1.253296471,0.427306219,-1.106980239,1.045962367,-1.161179317,0.896752867,0.870981471,0.76335368,0.763930924,0.776116362,0.699159177,0.704533278,0.783674478,0.73793874,-0.594460496,-0.650435262,-0.451166462,0.253864635,0.151209216,-0.383875391,-0.040246261,-0.119265064,-0.982848013,1.938043643,0.921730477,-0.20304041,-0.720376572,-0.488922698,-0.375158906,0.081541305,0.056386555,0.147692373,-0.263337501,-0.303062626,-0.284051425,-0.79976168,2.175474195,0.058857793,0.810940817,0.491427489,0.440017223,0.450624007,-0.170100892,0.088169205,-0.078322895,-0.226664126,1.794579729,-0.119229582,-0.121328621,-0.143365029,-0.18226098,-0.164982302,-1.340613333,0.378661465,-0.231355656
Tri-m-tolyl phosphate,5.291081249,0.226252957,-0.079709965,0.042272056,0.566321417,0.708707927,1.503341014,1.475061139,1.85215105,-0.555306108,1.185190539,0.286425661,0.111854775,-0.916143205,-0.471377355,-0.193801829,-0.367617136,-0.667987654,-0.392231774,-1.249628375,-0.007058569,1.751404085,-0.829199524,-0.260563216,0.756771814,0.065098029,-0.400056474,0.660257752,0.692288862,-0.482393757,-0.371850884,-0.469734386,-0.585737391,0.588009399,1.290449795,1.075117927,0.713467436,0.359937519,-0.571849553,0.401235574,-0.277245368,-0.567286092,0.802933958,0.319340394,0.418739891,0.152299189,-0.219532767,-0.132310816,-0.196449705,-0.410533429,0.424792884,0.144681777,-0.80165841,-0.296971502,2.095215873,-0.552521507,-0.989391659,1.336496607,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,-0.572195749,-0.50993197,0.934189938,2.421859256,-0.267480282,-0.254664442,-0.385993103,-0.831402062,-0.952825898,0.547430518,1.894838582,2.157571756,-0.498037428,-1.210289203,-0.31093235,0.519403722,0.66747232,0.765844305,0.235145693,0.095416865,-0.149565193,0.565509662,-0.655787222,-0.396001319,0.868687677,0.219951319,0.480617247,0.363111937,0.344353411,0.757033469,-0.129704874,0.202101904,-0.813904572,0.204828088,0.309244351,0.404374533,0.199365658,0.481890566,0.284422658,0.355951848,-0.042647733,0.145581058,0.077379674,-0.034732131,-0.214354265,-0.143399359,-0.239778783,-0.283506878,-0.416675096,-0.233805999,-0.270947047,-0.316800874,0.011374973,0.819500948,-0.259748174,-0.268618883,-0.185005774,1.254182106,-0.557512441,-0.267105109,-0.998566515,1.782307592,-0.530471156,-0.375431403,-0.206001468,-0.298157574,-0.475237325,0.460349716,-0.016020762,0.582069797,-0.342208748,-0.239764594,-0.6134324,-0.267551033,-0.342378503,-0.588322188,0.366866549,-0.079447682,0.641322473,-0.233199113,-0.286688576,-0.369142776,0.271314962,0.088292095,0.463875759,1.707167027,-0.763001428,-0.554548214,-0.555900702,0.197988573,-0.544798712,0.559330383,-0.584937866,0.896752867,0.870981471,0.76335368,0.763930924,0.776116362,0.699159177,0.639331475,0.725895468,0.701951254,0.268851707,0.310645836,-0.451166462,0.253864635,0.151209216,-0.383875391,-0.040246261,-0.119265064,-0.982848013,1.938043643,0.921730477,-0.20304041,-0.720376572,-0.488922698,-0.375158906,-0.197652421,0.049908074,-0.080176643,-0.428094205,-0.363208797,-0.389011413,-0.79976168,2.175474195,0.058857793,0.810940817,0.491427489,0.265548365,0.326623001,-0.170100892,0.088169205,-0.078322895,-0.079961964,1.794579729,-0.159185461,-0.174773338,-0.203571061,-0.292136686,-0.229648004,-1.340613333,0.378661465,-0.231355656
Dimethyl azelate,5.046915792,-1.030740499,-0.53735886,-1.15501432,-0.560691207,-1.2616223,-1.103258325,-1.328714209,-1.100000747,-0.555306108,-1.218733668,-0.990042391,-0.599695067,-0.916143205,-0.471377355,-0.854739274,-0.45989331,-0.667987654,-0.392231774,1.114969965,-0.576155734,-1.077843365,1.363740447,-0.37087399,-0.24802237,-0.479448245,-0.400056474,0.124174721,-1.002447689,-0.482393757,-0.880207692,-0.469734386,-0.475631693,0.059221,-0.366086671,-0.349364302,-0.449926902,-1.013043658,-1.041933328,-0.902486532,0.172886186,-1.073707572,-1.55745849,1.293896724,1.791361436,-0.314254965,-0.026459297,-0.4173269,-0.42270413,1.653648456,1.322030386,-0.219848481,0.461247285,-0.296971502,-0.954806857,-0.552521507,0.425591977,-0.993342073,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,-0.572195749,0.421813414,0.317452466,-0.362631332,-0.267480282,-0.254664442,-0.385993103,-0.831402062,0.838931257,-0.607070804,-0.264950922,-0.173403316,-0.775837525,-1.628150499,-0.31093235,0.519403722,0.66747232,1.277171743,-0.369029546,-0.732063844,-0.628904322,-1.317770655,1.102976845,-0.396001319,-0.386130525,-0.78057113,-0.654907018,-1.186039252,-1.024999773,-1.340868088,-0.808095498,-0.033556155,-0.813904572,-0.922520302,-0.960969171,-1.14269266,-1.147691778,-1.330125929,-1.284341297,-1.148457045,-1.03055235,-0.867388797,-0.898774051,-0.990962123,-0.941596939,-0.909358139,-0.843919349,-0.676610644,-0.599408541,0.48345854,-0.251678006,-0.182271958,-0.605708037,-0.795783592,1.198423931,1.189105347,-0.460284122,-1.520431392,-0.606985922,-0.054645174,-0.226090391,0.384430536,-0.187734468,0.128260975,-0.05645311,-0.425800988,-0.429716171,-1.057495634,0.860479184,0.199174256,0.322041811,-0.60013782,-0.325343668,0.858566125,-0.326155729,-0.089820476,-0.873696769,0.927977063,-0.035512264,-0.311430785,-0.407596682,-0.512648587,-0.941185492,0.697260132,0.376991816,0.411723075,0.726588329,0.274667778,0.665552286,-0.495424311,0.04069278,-0.156713822,0.261750712,-1.2132628,-1.195005027,-1.051110576,-1.13143231,-1.119521392,-0.959954013,-1.177004459,-1.322049438,-1.24137298,1.626870903,1.629776756,-0.451166462,-0.962659505,-0.896631739,-0.383875391,-0.758331886,-0.647717524,0.596073453,-1.144411108,-0.814928211,-1.145206342,0.60177799,-0.488922698,-0.375158906,-1.088838798,-1.134142276,-1.05424967,-0.957080908,-0.869940288,-0.75873297,0.070070655,-1.190275039,-0.693428688,-1.26864408,-1.344234004,-1.239245539,-1.014545774,-0.492495088,-0.661475999,0.117624441,0.618266051,-1.083987645,-1.194042725,-1.201980789,-1.170212346,-1.080928602,-1.012102995,-0.102385744,-1.0939109,-0.231355656
ISODECYL DIPHENYL PHOSPHATE,5.334176667,0.408855444,0.14633845,-0.175416376,0.691545042,0.051931184,0.634474568,0.540469357,0.868100451,-0.555306108,0.38388247,-0.180150223,0.111854775,-0.916143205,-0.471377355,-0.331318072,-0.367617136,-0.667987654,-0.392231774,-0.156658476,0.514613831,0.808321601,1.363740447,-0.15875355,0.136966706,-0.432870226,-0.400056474,2.307666563,-0.264620335,-0.482393757,-0.837582015,-0.469734386,-0.585737391,0.588009399,1.290449795,1.30133843,0.9971417,0.535585431,-0.34224216,0.253311617,0.633020663,-0.905667717,-0.652231923,0.194928947,-1.081567378,0.805475005,0.639644174,0.393833006,0.298703959,0.864402441,-0.073672395,-0.219848481,0.461247285,-0.296971502,1.586878751,-0.141476095,-0.989391659,-0.21672918,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,-0.572195749,-0.50993197,0.934189938,2.421859256,-0.267480282,-0.254664442,-0.385993103,-0.831402062,-0.952825898,0.547430518,1.126451932,2.101268011,-0.886957563,-1.472944875,-0.31093235,-0.022280701,-0.148567285,0.847656695,0.934717022,0.485287583,0.434310661,0.565509662,0.927100438,-0.396001319,1.3318126,0.603713355,1.616141513,0.200043391,0.423900899,0.407383209,-0.142504697,0.187373275,-0.813904572,0.331853258,0.480234633,0.284073818,0.009801072,0.065703032,0.031761156,-0.182210683,-0.117821197,0.397922302,0.525882737,0.238915681,-0.008372236,-0.041271522,-0.07956471,-0.192790624,-0.132697445,1.021406943,0.339239261,0.314298011,0.118550378,-0.178174797,-0.127456899,-0.137525522,0.982707219,0.01509189,-0.557512441,-0.2059424,-1.102254585,2.005777734,-0.878480716,-0.107524467,0.868531179,0.335851471,0.298622303,-0.022162429,0.100328788,0.898948865,0.76810788,0.240733039,-0.518977078,0.5911133,0.257864138,-0.380613142,-0.579062981,0.419884583,1.197571711,0.657772705,0.236061178,0.468847362,0.370836203,-0.059004942,0.47967284,1.259930424,-0.657853916,-0.531174341,-1.16078937,1.175318542,-0.825889475,0.913876543,-1.000883906,0.757016731,0.764730736,0.708369914,0.763930924,0.776116362,0.699159177,0.313322461,0.424160639,0.450038854,-0.187054737,-0.132205258,-0.451166462,0.030024193,-0.543261488,-0.383875391,-0.204897347,-0.529380306,-0.982848013,1.321552693,-0.814928211,-0.20304041,0.412898767,0.27464907,-0.375158906,-0.588523639,-0.451094445,-0.45817113,-0.621683332,-0.583870062,-0.551436994,-0.873010719,1.165749425,0.104176255,0.810940817,0.242907164,0.003845077,0.081884173,0.242916547,0.430112632,0.650296811,0.636835945,0.835057271,-0.265734471,-0.356485374,-0.477842983,-0.517671032,-0.423645109,-0.927870803,0.378661465,-0.231355656
Diphenylcresyl phosphate,5.249820159,-0.005585395,-0.214545861,-0.120994268,0.315874167,0.708707927,1.503341014,1.475061139,1.85215105,-0.555306108,1.185190539,-0.180150223,0.111854775,-0.701235052,-0.471377355,-0.507510759,-0.367617136,-0.551179759,-0.392231774,-1.566309398,-0.291607152,1.751404085,-0.829199524,-0.413277717,-0.272596141,-0.389321671,-0.400056474,1.37593535,0.213834263,-0.482393757,-0.610687361,-0.469734386,-0.585737391,0.588009399,1.290449795,0.728717782,0.334135571,0.052553674,0.850629384,0.64303435,-0.503311437,1.05096073,1.719499481,0.412648979,-0.52826257,-0.080977888,-0.345030522,-0.15657849,-0.113529235,-1.685469299,-0.073672395,-0.58437874,-0.80165841,-0.296971502,2.603552995,-0.552521507,-0.989391659,0.559883714,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,-0.572195749,-0.50993197,0.934189938,2.421859256,-0.267480282,-0.254664442,-0.385993103,-0.831402062,-0.952825898,0.547430518,1.894838582,2.157571756,-0.553597448,-1.049114131,-0.31093235,0.519403722,0.66747232,-0.072732695,-0.038323099,-0.175105675,-0.251552241,0.358348827,-0.655787222,-0.396001319,0.530731652,-0.063301612,0.480617247,0.118509118,0.134120764,1.106683728,-0.129704874,0.202101904,-0.813904572,-0.080978546,0.113826886,0.091592675,0.078733649,0.219372276,0.284422658,-0.09904011,-0.011325456,-0.178857686,-0.160063124,-0.360649749,-0.38250286,-0.33744225,-0.333236992,-0.509001566,-0.44260349,-0.233805999,-0.369127401,-0.420665111,0.12679464,1.53212648,-0.301725213,-0.305528664,-0.296005107,1.663259737,-0.557512441,-0.276762379,-0.988197708,1.834609115,-0.704475936,-0.057861446,-0.316778029,-0.369693993,-0.17934982,0.363847287,0.065423923,0.832932393,-0.405239823,-0.320991575,-0.670105593,-0.295703962,-0.391046826,-0.073203753,0.397880632,-0.053167036,0.843594924,-0.324469397,-0.341215761,-0.264394009,0.105446227,0.180878804,0.678716055,1.815120689,-0.692903087,-0.882895487,-1.152706225,0.176148797,-0.85194179,0.802646375,-0.874291633,0.715095889,0.729313825,0.653386149,0.550545659,0.595579433,0.538599836,0.434411524,0.539718658,0.522013825,-0.235555423,-0.179317077,-0.451166462,0.433910207,-0.192345196,-0.383875391,0.03388983,-0.352777818,-0.982848013,2.34903761,-0.236041982,-0.831151031,-0.720376572,-0.488922698,-0.375158906,-0.361446075,-0.191955211,-0.15792019,-0.577552072,-0.498537682,-0.459859405,-0.689888122,2.175474195,-0.031779133,0.627717478,0.26549992,0.147781885,0.215674732,-0.350545405,-0.16171253,-0.150614145,-0.224807137,1.794579729,-0.385602108,-0.388552204,-0.397568274,-0.430927053,-0.370736808,-1.340613333,0.168293985,-0.231355656
Tris(tert-butylphenyl) phosphate,5.496955088,1.269525549,0.614298325,1.185136324,1.693334041,0.708707927,1.503341014,1.475061139,1.85215105,-0.555306108,1.185190539,2.702870909,3.581162759,1.342213654,1.784298877,2.765375838,3.355180731,1.740316304,2.219982838,-0.349329452,1.27341005,1.751404085,-0.098219534,2.325402319,3.388895708,1.339366606,2.576428296,0.63325105,0.604152488,2.305662348,-0.209309392,1.232212578,-0.585737391,0.588009399,1.290449795,2.043624455,2.118644607,1.530923598,0.388697351,1.214817338,-0.494808952,0.369593647,2.399836776,1.636028202,0.674111342,-0.290927257,-0.258147461,-0.072416132,-0.049562015,-1.998132144,0.97310469,2.331863328,-0.80165841,-0.296971502,2.095215873,-0.552521507,-0.989391659,1.336496607,-0.356910004,2.296258194,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,-0.572195749,-0.50993197,0.934189938,2.421859256,-0.267480282,-0.254664442,-0.385993103,-0.831402062,-0.952825898,0.547430518,1.894838582,2.157571756,0.154792798,0.037325241,-0.31093235,0.519403722,0.66747232,0.881745191,1.488014346,1.336637928,0.271131383,1.318821788,-0.655787222,-0.396001319,1.967044757,1.490020913,0.480617247,1.463824624,1.304605229,0.23255808,-0.116905051,0.216830533,-0.813904572,1.395689063,1.213050127,1.775802683,1.009323435,1.234229571,1.057491434,1.060455525,0.671500184,1.497409155,1.170789102,1.739366601,0.66001843,0.607240246,0.421104268,0.230551893,0.015464808,0.304142405,-0.119547437,-0.298006393,0.835801171,2.624818963,-0.308509381,-0.316559173,-0.038486653,0.24038102,-0.557512441,-0.286419648,-1.003750919,1.882155953,-0.804660507,0.103930651,0.51958501,0.307797974,-0.202110398,-0.44953033,0.216678339,1.328055936,0.612954465,0.18353094,-1.033758583,0.689648551,0.549874072,-0.538472017,-0.687612271,0.367323292,1.462081839,0.24922953,0.099743215,-0.075846228,-0.219656494,0.155627884,0.936998321,0.936069436,-1.218640648,-0.45437447,-1.137438063,0.81496224,-1.198848927,1.143288764,-1.277085229,1.665301621,1.484874601,1.313191333,1.692784429,1.498264077,1.28787676,1.952682073,1.785177316,1.6016384,-0.701162004,-0.678702353,-0.451166462,0.253864635,-0.155535795,-0.383875391,-0.040246261,-0.305804266,-0.982848013,1.938043643,0.921730477,1.681291453,-0.720376572,-0.488922698,3.049050924,1.347219534,1.436302976,1.104742243,1.295967021,1.016393999,0.650092467,-1.147694614,2.175474195,0.466723957,1.635445842,1.508101547,1.225127086,1.429579317,0.968704475,1.258667858,0.28884056,0.1893015,1.794579729,1.132721292,1.075833029,1.027307807,0.858666769,1.02839383,-1.340613333,1.325315129,-0.231355656
4-Hydroxyphenyl phenyl phosphate,5.129993385,-0.626382664,-0.480251892,-0.719637456,-0.685914832,0.051931184,0.634474568,0.540469357,0.868100451,-0.555306108,0.38388247,-0.068729116,0.405318834,-0.916143205,-0.471377355,-0.607210036,-0.358687184,-0.667987654,-0.392231774,-1.750572913,-0.860704316,0.808321601,-0.829199524,-0.413277717,-0.925166277,-0.648719584,-0.400056474,0.140378742,-0.471111267,-0.482393757,-0.787326839,-0.469734386,0.131050704,1.102836388,0.107209462,-0.303413263,-0.429475967,-0.755426721,-0.899277847,-0.588717061,-0.222229289,-0.762948937,-0.78451973,0.568163287,0.748594681,0.817138859,-0.345030522,-0.378601889,-0.405409289,0.925113673,0.97310469,-0.948908998,-0.80165841,-0.296971502,1.33271019,-0.552521507,-0.989391659,0.171577267,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,0.784665493,-0.50993197,0.317452466,2.421859256,-0.267480282,-0.254664442,-0.385993103,0.42446288,-0.952825898,0.547430518,-0.493390196,2.067485763,-1.748137862,-1.622181052,-0.31093235,-0.219256854,-0.422756592,0.152251378,-0.578900944,-0.819585842,-0.481023101,-0.489127316,-0.655787222,1.697612211,-0.42993964,-0.771433939,-0.654907018,-0.533765067,-0.598852517,0.407383209,0.049492649,0.437759963,-0.813904572,-0.684348107,-0.631202199,-0.461790614,-0.645058406,-0.481743647,-0.409453707,-0.661664574,-0.531275254,-0.883610734,-0.854803162,-0.880273121,-0.933189509,-0.80212391,-0.753131375,-0.771646719,-0.684601837,-0.592438268,-0.424181805,-0.367249218,-0.50636468,-0.748275223,-0.034174589,-0.021280924,-0.713362603,1.544686511,0.214273866,-0.22847603,-0.708239918,1.187972109,-0.217789839,-0.203205515,-0.876199665,-0.603940698,0.184819417,0.350061226,0.057667287,-0.236534462,-0.889124537,-0.510902545,0.24611103,-0.837647844,-0.585720115,1.206283974,0.994901729,-0.464897149,-0.809593371,-0.689550532,-0.508353438,-0.337718146,-0.239560742,0.323967355,0.234818092,1.691745075,0.446194963,-0.555661256,1.437941676,-1.003199099,0.685144774,-1.018747622,1.281065118,-0.011532023,0.09180942,0.103548496,-0.152370507,-0.047583377,0.003402033,-0.306094665,-0.21140847,-0.161748405,0.103949376,0.150465653,-0.451166462,-0.062431642,-0.371484282,-0.383875391,-0.241965392,-0.481051748,-0.982848013,1.321552693,-0.814928211,-1.145206342,-0.720376572,-0.488922698,-0.375158906,-0.644362385,-0.496443811,-0.493021685,-0.792912621,-0.686118553,-0.622284986,0.802561042,1.334036887,-0.267435139,-0.013564208,-0.333208136,-0.528284941,-0.394540745,-0.633642795,-0.740386021,-0.654750495,-0.384508225,0.835057271,-0.999590781,-0.953997304,-0.879216526,-0.887778676,-0.869838451,-0.927870803,-0.567992198,-0.231355656
Mono-(3-carboxypropyl) phthalate,5.05591454,-0.733597322,-0.46914776,-0.665215348,-0.685914832,-0.604845558,-0.234391879,-0.394122426,-0.115950148,-0.555306108,-0.417425599,-0.521377362,-0.599695067,-0.391621612,-0.471377355,-0.701752453,-0.45989331,-0.509953443,-0.392231774,-0.87479575,-0.813279552,-0.134760882,0.145440463,-0.413277717,-0.925166277,-0.648719584,-0.400056474,-0.251218434,-0.163893051,-0.482393757,-0.285604378,-0.469734386,1.286059478,0.326232964,-0.484410704,-0.720507315,-0.578569883,-0.90179998,-1.283768333,-0.420880264,-0.212226366,-1.170388037,-0.482147599,-1.038817897,-0.655948295,0.350584705,-0.320896339,-0.355366882,-0.407304614,0.823928287,-0.67183073,-0.948908998,-0.260413112,-0.296971502,0.061867386,-0.552521507,1.133083796,-0.21672918,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,0.784665493,1.353558798,-0.299285006,-0.362631332,-0.267480282,-0.254664442,-0.385993103,0.42446288,0.838931257,-0.607070804,-0.285718128,0.198201406,-1.248097688,-0.541711128,-0.31093235,0.519403722,0.66747232,0.288605362,-0.985924263,-0.724107299,-0.552414035,-0.639789741,0.223594812,3.79122574,-0.664631324,-0.871943043,-0.654907018,-0.696833613,-0.649990188,-0.466742439,-0.19370399,0.673418021,-0.813904572,-0.604957376,-0.638530354,-0.6278056,-0.757073843,-0.677031644,-0.64703094,-0.788866627,-0.687886639,-0.889018047,-0.931019369,-0.972513956,-0.971022943,-0.888932572,-0.863946108,-0.788062041,-0.705591489,-0.054489864,-0.354446227,-0.328671073,-0.440822797,-0.225683166,-0.07742366,-0.090857983,-0.304885054,-0.334699128,0.590272322,0.299454717,-0.283118829,0.370166484,0.243533744,-1.819759614,-0.815272556,-0.474894609,0.480706922,0.405205471,-0.178910132,-1.167366725,-0.854699873,-0.334720079,1.034812968,-0.802456683,-0.326155729,1.522001725,0.956134125,-0.77150468,-1.855964315,-0.646088492,-0.447899384,-0.170120118,-0.153309,0.180878804,-0.333876808,-0.158889142,-0.307362209,0.168928826,1.119106521,-1.319875849,1.713525615,-2.026771017,2.47300535,-0.626371025,-0.533889348,-0.446289158,-0.70466178,-0.61176128,-0.531795771,-0.632103678,-0.58376209,-0.521623263,-0.235555423,-0.179317077,-0.451166462,-0.557313662,-0.66056078,-0.383875391,-0.518682662,-0.522153606,1.385534186,-0.322423174,0.342844248,-0.831151031,-0.342618126,-0.488922698,-0.375158906,-0.625749469,-0.608737479,-0.560041985,-0.764080198,-0.687246293,-0.625696186,1.50758304,0.324312116,-0.489495606,-0.874713901,-0.796359651,-0.759456178,-0.525068119,-0.633642795,-0.516807626,-0.314220658,-0.239663052,-0.124465187,-0.891709908,-0.862072392,-0.812320936,-0.760554173,-0.738743438,0.723099316,-0.673175939,-0.231355656
Mono-hydroxy-isononyl phthalate,5.173887288,-0.26961968,-0.226443146,-0.393104808,0.065426917,-0.604845558,-0.234391879,-0.394122426,-0.115950148,-0.555306108,-0.417425599,-0.319426606,-0.599695067,-0.391621612,-0.471377355,-0.351945509,-0.45989331,-0.509953443,-0.392231774,0.102571564,-0.054483333,-0.134760882,1.12008045,-0.31146805,-0.037780109,-0.226487945,-0.400056474,0.086365339,0.226425174,-0.482393757,-0.244139712,-0.469734386,0.411820235,0.059221,-0.484410704,0.011174624,-0.256302724,-0.228482985,-0.271593732,-0.639921508,0.342935884,-0.680079967,-1.307056569,-0.655215937,-1.730636481,0.688836466,0.21488254,-0.193238167,-0.222510424,1.319736681,-0.821370314,-0.219848481,0.100417086,-0.296971502,0.061867386,0.269569316,0.425591977,-0.21672918,-0.356910004,-0.523068967,-0.287995039,-0.496076635,-0.360458791,-0.447319184,-0.335092936,0.784665493,0.421813414,-0.299285006,-0.362631332,-0.267480282,-0.254664442,-0.385993103,0.42446288,0.838931257,-0.607070804,-1.157940813,0.952671598,-0.38691739,-0.517833339,-0.31093235,-0.104354098,-0.266076988,1.202177052,-0.210036062,-0.087583677,-0.116419402,-0.093638449,0.751224031,1.697612211,0.073865175,-0.140967738,-0.654907018,-0.329929384,-0.206797041,-0.466742439,-0.488099921,0.334659562,-0.813904572,-0.128612985,-0.179299311,-0.223595198,-0.423899723,-0.452930664,-0.375514102,-0.651879801,-0.581390897,-0.23293081,-0.239210723,-0.302230553,-0.39091029,-0.439570087,-0.406668442,-0.558247532,-0.49692965,0.48345854,0.001572251,0.074915675,-0.396303782,-0.700766854,0.125677369,0.132721956,0.294511349,-0.749705421,0.164800384,-0.077178804,0.048682996,0.198997865,0.234728047,-1.241117081,0.065401108,0.013236249,0.674171829,-0.049734552,0.02664074,-0.36196576,0.074766055,0.000484222,0.538922528,0.211048759,0.22541859,0.757632433,-0.160372861,0.00815447,-0.253344133,-0.085428177,-0.1195509,0.290774458,-0.060422509,0.100917555,-0.239094324,-0.235998901,0.11322784,-0.584600338,0.458983031,-0.298866328,0.863397453,-0.615538264,0.804289025,-0.402793206,-0.297776605,-0.226354096,-0.340651623,-0.239403864,-0.157157308,-0.431840999,-0.35264605,-0.269710863,0.967261579,0.989056023,-0.451166462,-0.557313662,-0.66056078,-0.383875391,-0.518682662,-0.522153606,0.596073453,-0.322423174,0.342844248,-0.20304041,0.224019544,0.27464907,-0.375158906,-0.473123565,-0.530995709,-0.47157519,-0.475167549,-0.51733336,-0.486099402,0.33559842,0.324312116,-0.339944679,-0.535750724,-0.553487515,-0.55445527,-0.371698454,-0.210199673,-0.003892487,0.155672468,0.174445584,-0.124465187,-0.465513866,-0.50613058,-0.558117691,-0.546585691,-0.529461712,0.310356786,-0.252440977,-0.231355656
